mmOrderId,orderDate,listingId,qty,grossAmount,buyerState
MM-7024301,2025-09-15,ML-200051,2,724.03,NJ
MM-7024302,2025-07-20,ML-200070,1,160.49,NY
MM-7024303,2025-12-20,ML-200014,4,366.42,WA
MM-7024304,2025-11-14,ML-200084,2,121.9,FL
MM-7024305,2026-03-10,ML-200004,4,981.94,TX
MM-7024306,2026-01-29,ML-200052,3,72.01,CA
MM-7024307,2025-12-24,ML-200092,2,585.82,NJ
MM-7024308,2025-11-05,ML-200060,3,635.84,NY
MM-7024309,2026-02-07,ML-200065,4,723.34,TX
MM-7024310,2025-11-17,ML-200076,3,229.04,WA
MM-7024311,2026-05-25,ML-200009,3,411.38,FL
MM-7024312,2025-11-25,ML-200073,1,174.2,CA
MM-7024313,2025-09-20,ML-200044,1,238.11,NJ
MM-7024314,2025-11-05,ML-200009,3,418.49,NY
MM-7024315,2026-04-25,ML-200055,1,60.0,WA
MM-7024316,2026-04-19,ML-200039,2,82.67,WA
MM-7024317,2026-05-26,ML-200026,4,1097.91,PA
MM-7024318,2026-05-06,ML-200037,1,274.33,PA
MM-7024319,2025-09-30,ML-200067,3,308.43,OH
MM-7024320,2025-09-21,ML-200075,4,553.14,NY
MM-7024321,2025-07-16,ML-200054,3,66.12,NY
MM-7024322,2026-02-28,ML-200004,3,735.09,CA
MM-7024323,2025-11-04,ML-200015,4,994.57,PA
MM-7024324,2025-10-16,ML-200028,1,213.8,FL
MM-7024325,2026-02-08,ML-200083,2,87.13,OH
MM-7024326,2025-09-07,ML-200023,3,457.25,PA
MM-7024327,2025-08-30,ML-200029,3,59.01,OH
MM-7024328,2025-08-27,ML-200042,3,321.43,NY
MM-7024329,2026-04-16,ML-200057,1,215.54,FL
MM-7024330,2026-02-10,ML-200054,3,64.95,IL
MM-7024331,2025-08-17,ML-200054,3,67.1,TX
MM-7024332,2025-08-16,ML-200051,1,355.95,FL
MM-7024333,2025-12-03,ML-200089,3,318.08,NY
MM-7024334,2025-10-28,ML-200073,1,179.81,PA
MM-7024335,2025-11-16,ML-200045,3,311.28,WA
MM-7024336,2025-06-21,ML-200062,2,146.15,CA
MM-7024337,2026-04-24,ML-200038,4,431.48,PA
MM-7024338,2025-10-25,ML-200084,1,61.48,TX
MM-7024339,2026-05-20,ML-200016,1,240.67,CA
MM-7024340,2025-08-04,ML-200084,2,124.86,OH
MM-7024341,2025-08-18,ML-200026,1,274.36,GA
MM-7024342,2025-09-07,ML-200066,4,477.9,CA
MM-7024343,2026-04-13,ML-200017,2,246.3,PA
MM-7024344,2025-11-01,ML-200030,3,328.48,PA
MM-7024345,2025-09-20,ML-200052,3,73.69,PA
MM-7024346,2026-03-02,ML-200015,4,1013.04,PA
MM-7024347,2026-03-22,ML-200033,2,711.44,NJ
MM-7024348,2025-09-30,ML-200026,4,1105.61,TX
MM-7024349,2025-12-24,ML-200081,2,349.46,OH
MM-7024350,2026-02-16,ML-200081,1,176.49,FL
MM-7024351,2025-11-11,ML-200084,4,243.41,OH
MM-7024352,2026-03-12,ML-200075,2,287.23,CA
MM-7024353,2025-12-05,ML-200075,3,431.76,TX
MM-7024354,2025-12-09,ML-200062,2,141.89,CA
MM-7024355,2026-04-30,ML-200057,2,422.71,IL
MM-7024356,2025-10-24,ML-200028,4,867.2,GA
MM-7024357,2025-06-26,ML-200042,3,313.41,GA
MM-7024358,2025-10-06,ML-200062,3,215.22,WA
MM-7024359,2025-10-25,ML-200034,1,38.91,TX
MM-7024360,2025-06-29,ML-200035,1,141.33,GA
MM-7024361,2026-05-23,ML-200010,2,262.37,WA
MM-7024362,2025-08-17,ML-200016,4,971.29,NY
MM-7024363,2026-02-15,ML-200012,4,534.16,TX
MM-7024364,2025-08-07,ML-200016,2,486.1,FL
MM-7024365,2026-03-02,ML-200057,3,656.92,GA
MM-7024366,2025-07-25,ML-200035,1,137.11,WA
MM-7024367,2025-08-07,ML-200086,1,49.78,GA
MM-7024368,2025-07-06,ML-200026,3,817.65,CA
MM-7024369,2026-03-18,ML-200102,3,68.86,FL
MM-7024370,2025-12-23,ML-200091,4,2459.96,NJ
MM-7024371,2026-03-18,ML-200081,2,354.94,TX
MM-7024372,2026-04-22,ML-200006,2,32.01,GA
MM-7024373,2025-06-14,ML-200091,3,1803.5,FL
MM-7024374,2026-04-09,ML-200023,2,303.12,OH
MM-7024375,2026-02-01,ML-200031,4,124.5,GA
MM-7024376,2026-03-06,ML-200063,3,373.82,NY
MM-7024377,2026-05-13,ML-200067,1,102.81,PA
MM-7024378,2026-01-30,ML-200085,4,1102.83,FL
MM-7024379,2026-02-24,ML-200068,3,46.8,IL
MM-7024380,2026-05-11,ML-200027,3,528.74,FL
MM-7024381,2025-07-08,ML-200075,3,429.5,NJ
MM-7024382,2025-11-27,ML-200086,3,150.56,IL
MM-7024383,2026-01-16,ML-200100,3,177.68,PA
MM-7024384,2025-07-08,ML-200078,4,655.64,NY
MM-7024385,2026-04-23,ML-200053,2,526.51,PA
MM-7024386,2025-09-17,ML-200065,4,705.83,PA
MM-7024387,2025-10-01,ML-200004,2,478.65,NJ
MM-7024388,2026-04-07,ML-200024,2,54.29,NY
MM-7024389,2025-10-04,ML-200047,4,1214.32,OH
MM-7024390,2025-09-07,ML-200084,3,183.83,NJ
MM-7024391,2026-04-13,ML-200059,2,370.76,NJ
MM-7024392,2025-10-09,ML-200080,4,326.82,PA
MM-7024393,2026-05-19,ML-200045,2,212.9,CA
MM-7024394,2025-11-24,ML-200009,4,549.8,TX
MM-7024395,2025-11-08,ML-200065,3,547.25,CA
MM-7024396,2026-04-27,ML-200045,3,322.13,FL
MM-7024397,2026-04-02,ML-200059,4,731.58,TX
MM-7024398,2025-10-20,ML-200055,3,175.37,WA
MM-7024399,2026-05-22,ML-200071,2,210.61,IL
MM-7024400,2025-08-02,ML-200067,1,99.41,PA
MM-7024401,2025-07-21,ML-200072,1,80.32,NY
MM-7024402,2026-04-04,ML-200037,3,846.09,PA
MM-7024403,2026-01-01,ML-200043,2,126.4,IL
MM-7024404,2025-10-12,ML-200040,4,325.26,FL
MM-7024405,2025-06-26,ML-200036,4,140.98,TX
MM-7024406,2025-10-24,ML-200006,4,64.69,NY
MM-7024407,2026-04-10,ML-200025,2,361.79,NY
MM-7024408,2025-11-30,ML-200069,1,112.61,WA
MM-7024409,2025-11-08,ML-200046,4,136.55,FL
MM-7024410,2026-03-06,ML-200007,2,398.77,NJ
MM-7024411,2025-12-03,ML-200090,1,49.59,NJ
MM-7024412,2025-08-23,ML-200020,3,232.53,CA
MM-7024413,2026-01-17,ML-200051,3,1074.12,PA
MM-7024414,2025-07-31,ML-200018,3,79.54,IL
MM-7024415,2026-03-09,ML-200099,3,104.67,CA
MM-7024416,2025-06-06,ML-200094,3,88.97,WA
MM-7024417,2026-02-26,ML-200041,4,736.45,NJ
MM-7024418,2026-05-31,ML-200004,2,485.76,NJ
MM-7024419,2025-07-31,ML-200066,3,356.17,IL
MM-7024420,2025-11-18,ML-200090,1,49.61,WA
MM-7024421,2025-09-19,ML-200073,1,178.86,WA
MM-7024422,2025-08-31,ML-200078,4,639.15,NJ
MM-7024423,2025-11-13,ML-200073,2,343.75,NY
MM-7024424,2026-01-04,ML-200066,2,232.1,FL
MM-7024425,2025-08-03,ML-200052,3,71.76,CA
MM-7024426,2026-02-24,ML-200029,1,20.04,NJ
MM-7024427,2025-07-31,ML-200088,1,179.54,FL
MM-7024428,2025-06-02,ML-200080,3,246.35,NY
MM-7024429,2026-03-28,ML-200007,4,809.14,WA
MM-7024430,2025-09-19,ML-200079,1,48.56,PA
MM-7024431,2026-01-21,ML-200024,1,27.5,WA
MM-7024432,2026-04-19,ML-200016,1,239.4,NJ
MM-7024433,2026-03-07,ML-200037,4,1055.87,WA
MM-7024434,2026-04-19,ML-200002,4,613.67,NJ
MM-7024435,2025-10-05,ML-200082,2,147.33,FL
MM-7024436,2026-03-31,ML-200090,2,99.81,WA
MM-7024437,2026-05-07,ML-200031,4,121.14,IL
MM-7024438,2026-04-30,ML-200100,2,118.91,GA
MM-7024439,2025-08-27,ML-200047,4,1241.91,NJ
MM-7024440,2025-06-09,ML-200030,1,111.82,TX
MM-7024441,2026-04-26,ML-200038,4,433.25,IL
MM-7024442,2026-02-01,ML-200075,1,145.85,NJ
MM-7024443,2025-08-15,ML-200033,1,366.21,WA
MM-7024444,2025-06-26,ML-200061,2,364.05,FL
MM-7024445,2026-04-08,ML-200097,1,20.82,GA
MM-7024446,2025-07-01,ML-200008,1,17.38,PA
MM-7024447,2026-02-14,ML-200062,2,145.49,NJ
MM-7024448,2026-05-02,ML-200043,1,62.58,IL
MM-7024449,2025-11-10,ML-200052,1,24.0,WA
MM-7024450,2025-07-03,ML-200032,1,157.58,FL
MM-7024451,2025-07-17,ML-200040,1,80.17,GA
MM-7024452,2026-05-24,ML-200021,1,300.29,GA
MM-7024453,2026-04-19,ML-200097,2,41.54,CA
MM-7024454,2026-04-20,ML-200029,2,39.5,OH
MM-7024455,2025-11-17,ML-200085,1,265.43,WA
MM-7024456,2025-11-11,ML-200026,4,1091.24,OH
MM-7024457,2026-02-20,ML-200017,3,365.86,GA
MM-7024458,2026-05-06,ML-200017,1,124.89,NY
MM-7024459,2025-07-31,ML-200012,4,553.4,FL
MM-7024460,2025-06-24,ML-200038,1,108.96,PA
MM-7024461,2025-09-23,ML-200086,3,148.56,FL
MM-7024462,2026-03-05,ML-200046,2,69.91,CA
MM-7024463,2025-10-08,ML-200097,4,84.47,WA
MM-7024464,2025-11-15,ML-200067,2,203.43,OH
MM-7024465,2026-02-28,ML-200030,4,432.89,GA
MM-7024466,2025-10-08,ML-200005,1,71.55,CA
MM-7024467,2026-03-08,ML-200096,1,6.32,NY
MM-7024468,2025-10-09,ML-200029,1,19.38,NJ
MM-7024469,2026-03-09,ML-200081,2,356.05,IL
MM-7024470,2025-11-28,ML-200054,1,22.0,WA
MM-7024471,2025-07-12,ML-200072,1,80.03,OH
MM-7024472,2025-09-07,ML-200038,3,329.18,IL
MM-7024473,2025-10-15,ML-200085,2,527.42,OH
MM-7024474,2026-02-27,ML-200035,1,143.78,PA
MM-7024475,2025-06-04,ML-200064,1,198.37,PA
MM-7024476,2025-08-31,ML-200037,2,554.08,NJ
MM-7024477,2025-12-09,ML-200043,4,245.83,NJ
MM-7024478,2025-06-20,ML-200059,3,541.33,WA
MM-7024479,2025-12-23,ML-200004,4,962.16,CA
MM-7024480,2026-01-04,ML-200008,2,34.06,NY
MM-7024481,2025-09-09,ML-200018,2,52.27,GA
MM-7024482,2025-11-11,ML-200032,4,627.42,OH
MM-7024483,2025-07-10,ML-200083,3,130.9,GA
MM-7024484,2025-08-15,ML-200041,1,192.26,PA
MM-7024485,2025-08-20,ML-200091,1,602.58,OH
MM-7024486,2025-06-01,ML-200017,3,373.54,FL
MM-7024487,2026-04-30,ML-200078,1,160.48,PA
MM-7024488,2026-03-08,ML-200075,3,422.94,NJ
MM-7024489,2025-06-12,ML-200001,4,1281.47,NJ
MM-7024490,2025-06-25,ML-200001,2,638.54,PA
MM-7024491,2026-02-04,ML-200028,3,649.94,CA
MM-7024492,2025-06-17,ML-200028,3,653.47,TX
MM-7024493,2025-11-05,ML-200036,4,143.15,OH
MM-7024494,2026-01-22,ML-200091,2,1224.95,WA
MM-7024495,2025-08-04,ML-200066,1,120.1,WA
MM-7024496,2025-07-26,ML-200037,3,818.81,NY
MM-7024497,2026-05-14,ML-200055,4,236.02,IL
MM-7024498,2026-04-10,ML-200062,4,289.99,CA
MM-7024499,2025-11-13,ML-200013,2,156.07,OH
MM-7024500,2025-09-27,ML-200065,4,718.64,PA
MM-7024501,2026-01-07,ML-200044,2,456.15,PA
MM-7024502,2026-04-15,ML-200021,2,612.81,CA
MM-7024503,2025-09-23,ML-200022,4,461.2,WA
MM-7024504,2025-06-24,ML-200040,4,325.11,NY
MM-7024505,2025-08-26,ML-200080,4,332.74,FL
MM-7024506,2026-03-06,ML-200044,2,468.26,PA
MM-7024507,2025-12-15,ML-200025,4,703.68,PA
MM-7024508,2026-05-29,ML-200029,1,20.45,IL
MM-7024509,2026-02-11,ML-200026,2,544.96,NJ
MM-7024510,2026-04-17,ML-200029,2,39.8,NY
MM-7024511,2026-05-19,ML-200063,2,252.79,WA
MM-7024512,2026-04-06,ML-200088,3,530.88,PA
MM-7024513,2025-09-09,ML-200063,4,506.09,OH
MM-7024514,2025-10-28,ML-200050,1,10.56,IL
MM-7024515,2025-10-02,ML-200066,2,233.09,FL
MM-7024516,2026-03-24,ML-200066,4,466.83,NJ
MM-7024517,2026-01-12,ML-200009,4,551.28,GA
MM-7024518,2025-06-10,ML-200068,1,16.31,GA
MM-7024519,2025-06-16,ML-200024,2,54.19,NY
MM-7024520,2025-07-11,ML-200017,1,126.17,CA
MM-7024521,2025-11-03,ML-200078,4,641.79,IL
MM-7024522,2025-09-09,ML-200038,1,107.28,IL
MM-7024523,2025-06-18,ML-200071,3,311.52,WA
MM-7024524,2025-11-28,ML-200002,4,627.52,GA
MM-7024525,2026-03-21,ML-200059,1,178.86,CA
MM-7024526,2025-07-19,ML-200072,2,155.74,WA
MM-7024527,2026-04-02,ML-200080,4,336.23,IL
MM-7024528,2025-11-17,ML-200024,3,80.23,NY
MM-7024529,2025-11-09,ML-200071,3,318.36,WA
MM-7024530,2026-04-10,ML-200085,1,275.17,FL
MM-7024531,2025-07-30,ML-200051,3,1054.29,FL
MM-7024532,2025-09-11,ML-200012,4,553.36,GA
MM-7024533,2025-11-13,ML-200076,2,156.22,FL
MM-7024534,2025-11-06,ML-200031,2,63.12,FL
MM-7024535,2026-03-18,ML-200062,1,72.68,NJ
MM-7024536,2025-06-24,ML-200013,4,327.63,NJ
MM-7024537,2026-04-27,ML-200090,4,194.9,IL
MM-7024538,2025-07-10,ML-200015,4,1029.27,OH
MM-7024539,2025-10-12,ML-200038,2,218.28,OH
MM-7024540,2026-02-28,ML-200074,1,24.61,TX
MM-7024541,2025-10-06,ML-200091,4,2420.68,NJ
MM-7024542,2025-09-21,ML-200059,2,362.51,OH
MM-7024543,2025-09-07,ML-200041,2,392.36,WA
MM-7024544,2026-04-18,ML-200071,3,322.26,OH
MM-7024545,2026-01-18,ML-200005,4,292.14,TX
MM-7024546,2026-02-11,ML-200009,4,565.8,NY
MM-7024547,2025-06-07,ML-200039,3,123.36,IL
MM-7024548,2025-06-26,ML-200088,2,351.42,WA
MM-7024549,2026-03-15,ML-200075,1,142.6,FL
MM-7024550,2025-09-07,ML-200010,4,543.12,PA
MM-7024551,2025-08-27,ML-200002,2,305.64,CA
MM-7024552,2026-03-14,ML-200081,1,175.05,CA
MM-7024553,2025-08-07,ML-200033,1,370.23,GA
MM-7024554,2026-03-01,ML-200031,4,123.04,IL
MM-7024555,2025-11-30,ML-200019,2,241.13,CA
MM-7024556,2026-02-01,ML-200085,4,1112.29,IL
MM-7024557,2025-06-14,ML-200049,3,987.05,PA
MM-7024558,2025-10-05,ML-200007,1,204.57,IL
MM-7024559,2025-10-24,ML-200010,2,259.7,FL
MM-7024560,2026-04-02,ML-200084,1,61.42,PA
MM-7024561,2026-03-21,ML-200056,4,910.86,CA
MM-7024562,2026-04-18,ML-200027,2,344.87,CA
MM-7024563,2025-06-08,ML-200051,1,357.26,GA
MM-7024564,2025-07-25,ML-200036,3,105.05,FL
MM-7024565,2026-03-26,ML-200080,3,247.91,NJ
MM-7024566,2026-03-23,ML-200087,1,9.88,CA
MM-7024567,2025-11-04,ML-200021,1,300.39,CA
MM-7024568,2025-10-17,ML-200006,1,15.98,IL
MM-7024569,2025-10-13,ML-200031,3,94.01,CA
MM-7024570,2025-09-03,ML-200056,2,467.86,GA
MM-7024571,2025-12-16,ML-200078,4,630.41,NY
MM-7024572,2026-05-12,ML-200022,1,116.56,CA
MM-7024573,2025-10-15,ML-200071,3,313.56,GA
MM-7024574,2025-11-16,ML-200084,1,60.01,GA
MM-7024575,2025-07-20,ML-200100,2,115.5,FL
MM-7024576,2026-05-30,ML-200053,4,1070.23,NJ
MM-7024577,2026-03-15,ML-200040,4,320.38,PA
MM-7024578,2026-01-03,ML-200077,1,74.26,PA
MM-7024579,2025-10-08,ML-200021,2,612.97,GA
MM-7024580,2025-12-15,ML-200051,1,361.06,TX
MM-7024581,2025-10-09,ML-200081,2,351.57,FL
MM-7024582,2026-02-14,ML-200081,3,528.22,PA
MM-7024583,2025-12-09,ML-200073,4,704.08,GA
MM-7024584,2025-07-30,ML-200002,2,307.16,IL
MM-7024585,2025-10-17,ML-200041,4,747.8,TX
MM-7024586,2026-03-16,ML-200067,2,203.62,OH
MM-7024587,2025-11-10,ML-200031,3,91.45,PA
MM-7024588,2025-10-02,ML-200024,4,108.75,PA
MM-7024589,2026-01-25,ML-200073,3,519.71,NY
MM-7024590,2025-06-20,ML-200008,4,69.42,WA
MM-7024591,2026-01-11,ML-200010,1,131.91,FL
MM-7024592,2025-11-05,ML-200063,2,249.47,TX
MM-7024593,2026-04-29,ML-200033,3,1076.75,OH
MM-7024594,2025-10-22,ML-200033,1,360.1,PA
MM-7024595,2025-12-01,ML-200060,4,849.79,OH
MM-7024596,2026-02-07,ML-200079,4,196.29,FL
MM-7024597,2025-11-24,ML-200029,2,39.71,FL
MM-7024598,2026-01-02,ML-200010,2,265.83,NJ
MM-7024599,2026-05-05,ML-200087,1,10.01,NJ
MM-7024600,2025-09-17,ML-200085,2,541.44,TX
MM-7024601,2026-03-23,ML-200009,2,274.62,TX
MM-7024602,2025-07-16,ML-200036,3,108.01,CA
MM-7024603,2025-11-16,ML-200080,1,82.81,NY
MM-7024604,2025-11-28,ML-200007,2,408.25,WA
MM-7024605,2026-02-08,ML-200055,1,61.12,PA
MM-7024606,2025-08-11,ML-200045,1,107.07,OH
MM-7024607,2025-09-29,ML-200016,3,710.46,PA
MM-7024608,2025-11-29,ML-200092,3,869.97,IL
MM-7024609,2025-07-22,ML-200061,2,360.55,NY
MM-7024610,2025-10-25,ML-200046,3,106.04,WA
MM-7024611,2025-09-20,ML-200067,4,401.89,NJ
MM-7024612,2025-12-16,ML-200008,2,34.42,IL
MM-7024613,2025-09-29,ML-200026,4,1096.49,FL
MM-7024614,2026-02-01,ML-200100,3,173.94,CA
MM-7024615,2026-02-04,ML-200050,3,31.24,GA
MM-7024616,2026-01-30,ML-200069,3,334.43,PA
MM-7024617,2025-09-01,ML-200006,2,31.56,NY
MM-7024618,2026-05-26,ML-200026,1,268.59,OH
MM-7024619,2026-02-04,ML-200083,3,131.83,TX
MM-7024620,2025-11-15,ML-200045,3,314.69,CA
MM-7024621,2026-02-08,ML-200087,1,9.87,NY
MM-7024622,2026-03-24,ML-200013,1,78.49,GA
MM-7024623,2025-06-15,ML-200053,2,524.16,WA
MM-7024624,2025-12-02,ML-200079,4,193.31,PA
MM-7024625,2025-12-04,ML-200060,3,626.96,WA
MM-7024626,2025-11-24,ML-200066,3,363.03,CA
MM-7024627,2026-01-22,ML-200077,2,151.89,WA
MM-7024628,2026-02-23,ML-200082,1,75.47,PA
MM-7024629,2026-02-27,ML-200044,4,1014.68,WA
MM-7024630,2025-12-06,ML-200071,4,422.02,PA
MM-7024631,2025-08-13,ML-200043,2,125.92,CA
MM-7024632,2025-08-08,ML-200033,2,703.59,NY
MM-7024633,2026-01-27,ML-200079,2,94.02,WA
MM-7024634,2026-03-06,ML-200036,1,35.0,TX
MM-7024635,2026-05-12,ML-200101,2,106.62,CA
MM-7024636,2026-05-03,ML-200036,2,69.6,OH
MM-7024637,2025-10-06,ML-200010,4,532.13,FL
MM-7024638,2026-01-06,ML-200010,2,259.06,NJ
MM-7024639,2025-09-19,ML-200078,1,162.56,OH
MM-7024640,2025-07-21,ML-200037,2,550.15,GA
MM-7024641,2025-10-28,ML-200041,2,384.38,IL
MM-7024642,2026-02-05,ML-200032,4,613.24,GA
MM-7024643,2025-11-26,ML-200021,3,870.81,PA
MM-7024644,2026-01-26,ML-200029,1,20.0,WA
MM-7024645,2026-05-15,ML-200002,3,470.89,OH
MM-7024646,2025-12-12,ML-200068,4,64.26,GA
MM-7024647,2025-12-19,ML-200071,4,410.84,WA
MM-7024648,2026-01-22,ML-200004,4,957.04,IL
MM-7024649,2025-11-25,ML-200067,3,287.67,FL
MM-7024650,2026-03-15,ML-200049,1,322.15,WA
MM-7024651,2026-05-15,ML-200079,4,190.54,IL
MM-7024652,2025-12-23,ML-200073,2,347.34,OH
MM-7024653,2026-05-01,ML-200068,1,16.18,PA
MM-7024654,2026-04-07,ML-200058,1,81.32,WA
MM-7024655,2025-09-08,ML-200059,2,358.16,FL
MM-7024656,2025-07-20,ML-200089,2,211.95,FL
MM-7024657,2026-01-03,ML-200085,1,277.32,PA
MM-7024658,2025-09-18,ML-200017,2,249.51,FL
MM-7024659,2026-03-17,ML-200071,4,413.79,CA
MM-7024660,2026-03-24,ML-200013,2,158.55,NJ
MM-7024661,2025-11-22,ML-200010,4,532.18,PA
MM-7024662,2026-05-29,ML-200092,3,852.22,FL
MM-7024663,2025-08-27,ML-200032,1,157.55,NJ
MM-7024664,2026-05-21,ML-200079,3,139.32,PA
MM-7024665,2025-12-06,ML-200038,3,328.77,NY
MM-7024666,2026-05-23,ML-200026,2,554.32,OH
MM-7024667,2026-05-13,ML-200086,2,98.07,OH
MM-7024668,2025-09-16,ML-200087,4,39.37,CA
MM-7024669,2026-02-06,ML-200097,4,85.56,NJ
MM-7024670,2025-10-26,ML-200019,2,232.65,IL
MM-7024671,2026-05-12,ML-200034,3,117.52,TX
MM-7024672,2026-02-06,ML-200050,2,21.07,CA
MM-7024673,2026-05-30,ML-200066,3,361.21,WA
MM-7024674,2025-08-26,ML-200068,4,63.93,CA
MM-7024675,2026-03-05,ML-200100,4,235.59,CA
MM-7024676,2025-11-15,ML-200069,2,220.88,PA
MM-7024677,2026-03-18,ML-200055,3,179.72,OH
MM-7024678,2026-02-19,ML-200021,1,300.1,NJ
MM-7024679,2025-08-25,ML-200063,4,492.43,OH
MM-7024680,2025-06-26,ML-200007,4,795.62,WA
MM-7024681,2026-05-16,ML-200091,3,1838.66,IL
MM-7024682,2025-08-16,ML-200090,2,94.99,FL
MM-7024683,2025-12-17,ML-200079,1,47.95,IL
MM-7024684,2025-10-31,ML-200081,1,171.21,TX
MM-7024685,2026-05-06,ML-200011,2,384.96,WA
MM-7024686,2025-10-08,ML-200052,3,73.44,TX
MM-7024687,2025-08-06,ML-200032,2,310.19,GA
MM-7024688,2026-05-19,ML-200006,3,47.21,NY
MM-7024689,2025-10-26,ML-200086,4,202.01,NY
MM-7024690,2026-02-18,ML-200082,1,73.53,PA
MM-7024691,2025-11-23,ML-200022,3,347.04,GA
MM-7024692,2025-07-01,ML-200026,4,1069.21,WA
MM-7024693,2026-02-25,ML-200072,2,157.64,WA
MM-7024694,2026-04-23,ML-200075,1,141.01,OH
MM-7024695,2025-06-16,ML-200027,4,706.05,IL
MM-7024696,2025-12-17,ML-200035,4,558.25,NJ
MM-7024697,2025-11-14,ML-200073,2,345.79,NY
MM-7024698,2025-07-19,ML-200097,3,64.1,IL
MM-7024699,2025-06-19,ML-200041,3,582.6,CA
MM-7024700,2025-10-10,ML-200074,4,98.01,TX
MM-7024701,2026-04-01,ML-200075,3,430.15,WA
MM-7024702,2025-08-15,ML-200034,4,156.07,OH
MM-7024703,2025-09-30,ML-200089,1,107.21,WA
MM-7024704,2025-12-08,ML-200089,1,107.98,TX
MM-7024705,2026-04-27,ML-200024,1,26.81,GA
MM-7024706,2025-09-11,ML-200064,2,382.97,TX
MM-7024707,2025-08-01,ML-200009,1,141.86,TX
MM-7024708,2026-01-17,ML-200062,3,216.71,FL
MM-7024709,2026-04-14,ML-200046,4,139.77,TX
MM-7024710,2025-11-23,ML-200021,1,306.01,GA
MM-7024711,2025-12-31,ML-200022,3,344.83,TX
MM-7024712,2026-01-11,ML-200035,1,135.53,CA
MM-7024713,2025-09-23,ML-200005,2,144.93,GA
MM-7024714,2025-06-20,ML-200039,3,124.58,IL
MM-7024715,2026-04-30,ML-200049,2,664.84,GA
MM-7024716,2026-05-12,ML-200039,4,166.37,CA
MM-7024717,2025-06-02,ML-200033,2,718.96,OH
MM-7024718,2025-06-29,ML-200005,4,289.21,CA
MM-7024719,2025-09-15,ML-200043,2,124.87,GA
MM-7024720,2025-08-31,ML-200100,4,238.95,WA
MM-7024721,2025-07-24,ML-200040,2,162.58,TX
MM-7024722,2026-04-03,ML-200039,4,166.51,IL
MM-7024723,2025-08-19,ML-200015,3,759.28,GA
MM-7024724,2025-08-29,ML-200018,4,103.91,IL
MM-7024725,2026-05-26,ML-200032,4,613.68,FL
MM-7024726,2025-07-23,ML-200055,1,58.88,OH
MM-7024727,2026-05-24,ML-200078,4,649.76,NJ
MM-7024728,2025-09-06,ML-200031,3,93.77,GA
MM-7024729,2026-01-31,ML-200069,4,444.44,NJ
MM-7024730,2025-08-31,ML-200030,3,332.2,CA
MM-7024731,2025-07-14,ML-200058,2,164.06,NY
MM-7024732,2025-10-11,ML-200033,1,362.73,NY
MM-7024733,2026-02-08,ML-200039,3,124.27,GA
MM-7024734,2025-08-29,ML-200063,1,121.73,WA
MM-7024735,2025-11-21,ML-200043,1,61.88,IL
MM-7024736,2026-05-21,ML-200035,4,559.39,CA
MM-7024737,2026-01-22,ML-200071,3,324.12,IL
MM-7024738,2025-10-16,ML-200051,3,1040.01,PA
MM-7024739,2026-04-30,ML-200070,1,163.42,IL
MM-7024740,2025-09-22,ML-200100,4,235.57,FL
MM-7024741,2026-03-08,ML-200021,1,297.91,CA
MM-7024742,2026-01-15,ML-200007,2,415.99,FL
MM-7024743,2025-11-03,ML-200087,2,19.86,GA
MM-7024744,2025-11-15,ML-200049,4,1348.19,TX
MM-7024745,2025-08-17,ML-200066,3,354.51,NY
MM-7024746,2026-04-12,ML-200077,4,302.77,OH
MM-7024747,2025-12-22,ML-200036,4,143.58,TX
MM-7024748,2025-06-27,ML-200063,2,252.0,TX
MM-7024749,2025-06-25,ML-200089,4,433.02,NY
MM-7024750,2025-06-10,ML-200019,3,351.72,CA
MM-7024751,2025-06-20,ML-200009,1,140.02,TX
MM-7024752,2025-12-02,ML-200032,4,610.43,NY
MM-7024753,2025-09-26,ML-200041,2,380.98,FL
MM-7024754,2025-11-04,ML-200044,3,728.51,NJ
MM-7024755,2025-11-08,ML-200011,3,579.09,NJ
MM-7024756,2025-12-13,ML-200047,2,625.46,FL
MM-7024757,2025-06-16,ML-200081,1,178.76,NJ
MM-7024758,2025-12-02,ML-200082,1,71.5,CA
MM-7024759,2025-09-14,ML-200051,1,349.36,OH
MM-7024760,2026-05-19,ML-200082,3,224.55,NJ
MM-7024761,2025-07-16,ML-200017,1,127.08,GA
MM-7024762,2025-07-14,ML-200102,3,69.51,WA
MM-7024763,2025-09-06,ML-200025,4,697.39,PA
MM-7024764,2025-07-31,ML-200025,2,356.1,WA
MM-7024765,2025-09-28,ML-200046,2,71.0,GA
MM-7024766,2025-07-05,ML-200079,4,193.15,GA
MM-7024767,2026-01-03,ML-200088,4,682.65,GA
MM-7024768,2026-01-21,ML-200004,3,707.09,NJ
MM-7024769,2026-01-21,ML-200092,3,867.03,GA
MM-7024770,2026-04-21,ML-200044,1,241.89,PA
MM-7024771,2025-09-30,ML-200034,3,115.21,OH
MM-7024772,2025-11-16,ML-200092,2,595.46,TX
MM-7024773,2025-11-16,ML-200082,1,72.88,CA
MM-7024774,2026-05-22,ML-200037,2,547.27,PA
MM-7024775,2026-04-26,ML-200025,3,518.09,GA
MM-7024776,2025-06-09,ML-200078,4,634.75,OH
MM-7024777,2026-05-22,ML-200064,2,392.62,IL
MM-7024778,2026-04-02,ML-200078,3,490.06,IL
MM-7024779,2026-01-05,ML-200055,1,57.4,TX
